timestamp(Asia/Seoul),score,temp(°C),humid,co2,voc,pm25,light,noise
2019-09-20 8:15,93.9,26.1,52.7,521.2,116.8,0,413.4,51.9
2019-09-20 8:30,93,25.8,53.3,555.3,134.9,0,422.2,52.2
2019-09-20 8:45,93,25.7,53,577.2,122.6,0,411.6,52.3
2019-09-20 9:00,94,25.6,50.7,595.6,88.7,0,421.7,52.8
2019-09-20 9:15,94.3,25.6,49.8,614,92.5,0,472.8,52.5
2019-09-20 9:30,93.4,25.5,49.8,680.2,115.6,0,452.5,52.8
2019-09-20 9:45,92.6,25.5,49.2,771.4,125.9,0,432.7,53.1
2019-09-20 10:00,91,25.6,49.4,867.6,136.2,0,423.4,52.4
2019-09-20 10:15,87.4,26.5,48.9,1039.8,183.7,0,440.6,51.7
2019-09-20 10:30,83.5,27.1,49.5,1198.9,216.4,0,455.1,51.6
2019-09-20 10:45,79.5,27.6,50.5,1375.6,243.2,0,472.3,51.8
2019-09-20 11:00,79.1,27.6,50.9,1399.3,244.4,0,491,52.2
2019-09-20 11:15,82.2,26.7,49.4,1454,224.8,0,417.9,53
2019-09-20 11:30,84.2,26.1,46.3,1577.3,215.4,0,414,52.9
2019-09-20 11:45,84.8,26.1,46.9,1514.4,204.4,0,425.8,52.8
2019-09-20 12:00,80.2,26.5,46.2,2003.5,296.5,0,405.2,51.5
2019-09-20 12:15,78.7,27.1,47.1,2018.8,307.3,0,437,51.5
2019-09-20 12:30,77.8,27.2,48,1982.2,304.9,0,489.8,51.5
2019-09-20 12:45,76.6,27,49.9,2060.8,318.2,0,593.2,52.5
2019-09-20 13:00,80,26.3,46.7,2066.4,298.5,0,508.8,53
2019-09-20 13:15,81.1,25.9,44.3,2068.5,286.6,0,572.6,52.8
2019-09-20 13:30,81.7,25.7,44.1,2081.5,274.6,0,562.1,52.8
2019-09-20 13:45,81.7,25.2,43.5,2223.6,276.2,0,448.4,53.4
2019-09-20 14:00,81.8,25.1,43.6,2228.7,264.8,0,503,53
2019-09-20 14:15,80.1,25.9,44.5,2296.5,288.8,0,476.5,52
2019-09-20 14:30,79.3,26.3,44.6,2314.5,283.8,0,467.6,52.7
2019-09-20 14:45,79.3,26.4,45,2253.1,277.2,0,467.9,52.8
2019-09-20 15:00,79.3,26.6,45.3,2211.4,269.2,0,422.2,52.7
2019-09-20 15:15,79.3,26.7,45.5,2189.9,263.6,0,418.9,52.7
2019-09-20 15:30,80.6,26.1,44.9,2203.1,254.3,0,422.2,53.3
2019-09-20 15:45,79.9,25.6,42.4,2436.1,263.5,0,414.2,53.5
2019-09-20 16:00,79.1,25.3,41.3,2604.4,272.2,0,402.6,53.3
2019-09-20 16:15,79.2,24.7,41.6,2677,278.4,0,387.4,53.2
2019-09-20 16:30,78.7,24.8,41.7,2802.8,290,0,373.5,52.6
2019-09-20 16:45,78,24.9,42.3,2954.5,309.3,0,366.5,53
2019-09-20 17:00,75.9,25.9,43,3204.9,343.8,0,367.3,52.3
2019-09-20 17:15,73.5,27,44.2,3492.5,374.6,0,361.2,52.2
2019-09-20 17:30,71.9,27.5,45.3,3618.7,391.3,0,357.4,52
2019-09-20 17:45,71,27.8,46.4,3628,412.3,0,349.7,51.8
2019-09-20 18:00,72.8,26.7,48.1,3434.7,401.4,0,347.2,53
2019-09-20 18:15,75.2,26.1,42.8,3331.3,369.3,0,345.2,52.7
2019-09-20 18:30,76.1,25.1,40.9,3363.9,355.5,0,342.3,52.7
2019-09-20 18:45,76.2,24.3,41.3,3414.8,358.8,0,340.6,53.3
2019-09-20 19:00,76.1,25,47.4,3526.4,410.8,0,339,52.3
2019-09-20 19:15,74,25.6,49.4,3605.5,430.6,0,338.6,52.7
2019-09-20 19:30,72.5,26.2,49.9,3738,448.3,0,337.1,52.5
2019-09-20 19:45,73.4,26.6,47.6,3839,456.3,0,337.3,52.2
2019-09-20 20:00,73.9,26.7,46,3953.6,464.9,0,336.5,52.5
2019-09-20 20:15,73.5,26.7,45.3,4057.7,473.9,0,337.3,52.5
2019-09-20 20:30,73.1,26.7,45,4163.5,491,0,338.1,52.4
2019-09-20 20:45,73,26.7,44.8,4262.6,502,0,337,52.5
2019-09-20 21:00,73,26.7,44.7,4232.2,500.7,0,338.9,52.4
2019-09-20 21:15,73.3,26.7,44.8,4041.5,484.4,0,340.9,52.5
2019-09-20 21:30,73.9,26.6,44.8,3639.3,459.2,0,342.2,52
2019-09-20 21:45,72.5,27.1,45.4,3535.5,470.1,0,345.7,51.3
2019-09-20 22:00,73.2,26.9,46.7,3296.4,449.4,0,344.2,53
2019-09-20 22:15,74,26.5,45.8,3207.1,445.7,0,344.7,52.6
2019-09-20 22:30,74.3,26.3,45.7,3245.2,450.5,0,347.1,52.5
2019-09-20 22:45,75,26.2,45.2,3211.5,443.7,0,347.2,52.4
2019-09-20 23:00,75,26.2,44.4,3145.9,433.9,0,347.4,52.4
2019-09-20 23:15,75.6,26.1,43.4,2948.5,405.8,0,347.2,51.8
2019-09-20 23:30,77.9,25.8,43.4,2590,371.5,0,348.8,51.4
2019-09-20 23:45,78.1,26,43.9,2511.1,372.7,0,347.6,50.8
2019-09-21 0:00,78,26.2,44,2428.4,366,0,349,50.2
2019-09-21 0:15,78.7,26.2,44.3,2343.7,359.1,0,27.1,50.1
2019-09-21 0:30,79.5,26.1,44.8,2196.1,346.1,0,0,50.1
2019-09-21 0:45,80.1,26.3,44.8,2037.9,332,0,0,50.1
2019-09-21 1:00,80.9,26.3,44.9,1925.5,319.9,0,0,50.2
2019-09-21 1:15,82.1,26.3,45.3,1768.3,303.2,0,0,50.2
2019-09-21 1:30,83.9,26.2,45.7,1513.3,265.4,0,0,50.2
2019-09-21 1:45,86.4,26.1,46.3,1296.1,232.3,0,0,50.2
2019-09-21 2:00,88.1,26,46.6,1154.9,210.1,0,0,50.1
2019-09-21 2:15,89.9,26,46.8,1003.2,181.9,0,0,50.1
2019-09-21 2:30,90.7,25.9,47.1,949.2,173.2,0,0,50.1
2019-09-21 2:45,92,25.8,47.5,867.6,162.1,0,0,50.1
2019-09-21 3:00,92.9,25.9,47.5,790.8,146.2,0,0,50.2
2019-09-21 3:15,93.7,25.5,48.3,737.8,127.4,0,278,53.4
2019-09-21 3:30,94.9,24,51,605.7,86.1,0,352.9,52.4
2019-09-21 3:45,94.7,24.5,54.6,531.5,90.3,0,98.7,51
2019-09-21 4:00,96,24.8,53.4,474.2,71.1,0,0,50.1
2019-09-21 4:15,96.3,24.9,52.6,437,54.2,0,0,50
2019-09-21 4:30,97,25,52.3,423,43.3,0,0,50
2019-09-21 4:45,96.3,25.5,51,403.6,30,0,0,50
2019-09-21 5:00,96.1,25.6,50.8,400,30.5,0,0,50
2019-09-21 5:15,96,25.6,50.8,400,32.8,0,0,50.1
2019-09-21 5:30,96,25.7,51.2,400,30,0,0,50.1
2019-09-21 5:45,96,25.7,51.5,400,25.6,0,0,50.1
2019-09-21 6:00,95.7,25.7,51.8,400,27,0,0,50
2019-09-21 6:15,95.1,25.8,52.4,400,34.7,0,0,50
2019-09-21 6:30,95.7,25.2,53.6,400,53.4,0,0,51.5
2019-09-21 6:45,95,25,55.1,400,50.4,0,178.9,51.4
2019-09-21 7:00,94.7,25.1,55.9,400,43.1,0,357.7,51.3
2019-09-21 7:15,94.2,25.2,56.2,400,56,0,359.5,51.2
2019-09-21 7:30,94,25.2,56.3,406.9,66.4,0,360.7,51.2
2019-09-21 7:45,94,25.3,56.7,415.5,72.4,0,366.5,51.3
2019-09-21 8:00,94,25.4,57,434.8,80.2,0,374,51.6
2019-09-21 8:15,93.2,25.5,57.5,468.3,91.4,0,374.8,51.5
2019-09-21 8:30,93,25.5,58.1,473.8,90.7,0,373.3,51.6
2019-09-21 8:45,93,25.5,58.3,471.6,90.7,0,372.4,51.4
2019-09-21 9:00,92.5,25.4,59,494.2,99.3,0,376.6,51.9
2019-09-21 9:15,92,25.3,57.8,548,105,0,374,51.9
2019-09-21 9:30,92.1,25.1,55.1,617.2,113.8,0,382.3,51.9
2019-09-21 9:45,92.6,24.8,53.3,680.1,108.3,0,398.7,52
2019-09-21 10:00,90.9,24.9,55.7,705.2,118.9,0,387.7,52
2019-09-21 10:15,89.6,25.2,58.1,683,130.2,0,377.3,51.9
2019-09-21 10:30,89.9,25.2,56.7,703.9,133.3,0,390.1,51.5
2019-09-21 10:45,89.8,25.1,55.7,760.9,138,0,385.1,51.8
2019-09-21 11:00,87.3,25.4,57,864.4,165.4,0,389.1,52.2
2019-09-21 11:15,87,25.2,55.8,938.2,169.5,0,377.7,52.7
2019-09-21 11:30,85.9,25.3,55.8,1005.5,181.1,0,375.1,51.9
2019-09-21 11:45,84.7,25.4,56.6,1058.4,193.5,0,376.6,51.9
2019-09-21 12:00,85.7,25.2,54.7,1098.4,188,0,375.8,52.1
2019-09-21 12:15,84.9,25.2,54.8,1161.8,194.4,0,375.4,52.1
2019-09-21 12:30,82.5,25.5,57.2,1213.4,205.7,0,365.4,52.6
2019-09-21 12:45,84.4,25.3,56.5,1135.9,181.5,0,358.8,52.9
2019-09-21 13:00,83.5,25.3,57.3,1178,185.8,0,356.1,52.3
2019-09-21 13:15,82,25.3,58.1,1248.5,199.7,0,357.1,52.6
2019-09-21 13:30,82,25.2,56.2,1381.1,202.2,0,363.1,52.6
2019-09-21 13:45,79.6,25.4,57.1,1548.1,220.5,0,357.5,53
2019-09-21 14:00,78.9,25.3,56.7,1755.2,237.7,0,354.2,52.6
2019-09-21 14:15,78,25.4,55.2,1950.7,260.9,0,355.2,53
2019-09-21 14:30,75.5,25.6,56.4,2183.1,301,0,357.9,52.7
2019-09-21 14:45,74.4,25.6,55.7,2426.6,322.2,0,362.6,53
2019-09-21 15:00,73.8,25.5,54.6,2637.5,341.3,0,362.5,52.4
2019-09-21 15:15,73,25.5,54.5,2779.7,345.3,0,362.3,52.4
2019-09-21 15:30,73,25.5,53.9,2882.5,347.2,0,357.4,52.7
2019-09-21 15:45,73,25.6,53,2972,356.7,0,355.4,52.8
2019-09-21 16:00,73,25.6,52.5,3050.3,361.5,0,352.7,52.5
2019-09-21 16:15,73,25.5,52,3105.2,365.4,0,348.1,52.5
2019-09-21 16:30,73,25.6,51.6,3137.8,367.6,0,345.9,52.9
2019-09-21 16:45,73,25.6,51,3223.9,375.4,0,344,52.6
2019-09-21 17:00,74,25.6,50.5,3308.4,382.3,0,343.6,52.5
2019-09-21 17:15,73.8,25.7,50,3433.1,396.1,0,340.5,52
2019-09-21 17:30,72,26.4,50.7,3600.5,427.3,0,336.2,51.7
2019-09-21 17:45,70.6,26.5,52.5,3644.1,448.3,0,337.4,51.9
2019-09-21 18:00,72.2,25.8,51.8,3381.8,434,0,337.3,53
2019-09-21 18:15,73.8,24.8,51.3,3278.5,430.9,0,337.2,52.6
2019-09-21 18:30,70.9,24.8,56.9,3235.1,461.3,0,342.2,52.7
2019-09-21 18:45,69.9,25.2,58,3195,473.3,0,343.4,52
2019-09-21 19:00,70.8,25.2,56,3142.9,470.6,0,342.9,52.1
2019-09-21 19:15,69.7,25.4,57.3,3180.9,490.3,0,344.1,52.4
2019-09-21 19:30,70.4,25.3,56.4,3188.3,486.7,0,344.4,52.2
2019-09-21 19:45,69.5,25.3,57.7,3177.5,501.4,0,342.9,52.1
2019-09-21 20:00,70.3,25.1,57,3166.3,500.3,0,342.3,52.3
2019-09-21 20:15,70.3,25.1,57.1,3210.1,505.9,0,339.9,52.3
2019-09-21 20:30,70.1,25.4,56.7,3252.5,508.6,0,339.8,52.4
2019-09-21 20:45,71,25.3,55.1,3211.9,498.8,0,338.8,52.1
2019-09-21 21:00,70,25.4,56.5,3259.8,516.3,0,339.1,52.2
2019-09-21 21:15,71,25.3,54.7,3243.9,506.6,0,339.3,52.2
2019-09-21 21:30,70.1,25.2,56.7,3215.6,514.7,0,342.2,51.9
2019-09-21 21:45,69,26,56.6,3220,527.9,0,341.8,51
2019-09-21 22:00,70.4,25.7,56.2,2929.3,485.9,0,340.1,52.1
2019-09-21 22:15,71.4,25.3,57,2766.4,477.6,0,340.5,51.9
2019-09-21 22:30,71.4,25,58.4,2688.9,471.2,0,342.4,52.3
2019-09-21 22:45,72.1,24.8,58.1,2597.3,457.1,0,345.7,52
2019-09-21 23:00,73.1,25,58.4,2433.9,448.9,0,346.9,51.7
2019-09-21 23:15,74.5,24.9,57.6,2255.9,426,0,348,51.4
2019-09-21 23:30,75,25,58.2,2113.3,414.1,0,347.8,51.2
2019-09-21 23:45,76,25.4,57,1969,394.8,0,348.5,50.1
2019-09-22 0:00,76.8,25.6,56.5,1824.4,375.7,0,166.8,50.1
2019-09-22 0:15,78.5,25.7,56.1,1547.6,330.8,0,0,49.9
2019-09-22 0:30,81.1,25.8,55.9,1284.8,288.7,0,0,50
2019-09-22 0:45,83,25.8,55.9,1124.7,256.9,0,0,50
2019-09-22 1:00,84.6,25.8,56,1002.4,228.9,0,0,50
2019-09-22 1:15,86.2,25.7,56.1,894.6,200.2,0,0,50
2019-09-22 1:30,87.8,25.7,56.1,795.8,180.1,0,0,49.9
2019-09-22 1:45,88.8,25.7,56.2,721.3,158.9,0,0,49.9
2019-09-22 2:00,89.9,25.6,56.2,655.3,142.4,0,0,49.9
2019-09-22 2:15,90.9,25.6,56.5,598.7,125.3,0,0,49.9
2019-09-22 2:30,92.2,25.5,56.8,552.9,114.5,0,0,49.9
2019-09-22 2:45,93,25.5,56.8,520,102.6,0,0,49.9
2019-09-22 3:00,93.9,25.4,56.9,495.4,93.3,0,0,49.8
2019-09-22 3:15,94,25.3,57,469.9,82.9,0,0,49.8
2019-09-22 3:30,94,25.3,57.2,449.9,78.4,0,0,49.7
2019-09-22 3:45,94,25.3,57.1,437.8,77.2,0,0,49.7
2019-09-22 4:00,94,25.4,56.9,435.2,76.1,0,0,49.8
2019-09-22 4:15,94,25.3,57,423.8,71.6,0,0,49.8
2019-09-22 4:30,94,25.3,57.1,413.5,68.6,0,0,49.8
2019-09-22 4:45,94,25.3,57.1,406.8,68,0,0,49.8
2019-09-22 5:00,94,25.3,57.3,400.9,64.3,0,0,49.8
2019-09-22 5:15,94,25.3,57.5,401.2,59.8,0,0,49.8
2019-09-22 5:30,93.9,25.3,57.6,400,56.6,0,0,49.8
2019-09-22 5:45,93.7,25.3,57.6,400,57.2,0,0,49.8
2019-09-22 6:00,93.6,25.3,57.7,400,54,0,0,49.8
2019-09-22 6:15,93.8,25.2,57.7,400,52.7,0,0,49.8
2019-09-22 6:30,93.5,24.6,58.6,400,56.6,0,0,51.2
2019-09-22 6:45,93,24.3,59.9,400,57.2,0,0,51.2
2019-09-22 7:00,92.9,24.2,60.3,400,52.8,0,0,51.2
2019-09-22 7:15,92.5,24.2,60.5,400,46.7,0,0,51.1
2019-09-22 7:30,92.1,24.2,60.7,400,41.9,0,0.1,51.1
2019-09-22 7:45,92.4,24.2,60.7,400,37.9,0,0.6,51.2
2019-09-22 8:00,92,24.2,61,400,35.2,0,3.2,51.2
2019-09-22 8:15,92,24.2,61,400,33.6,0,4.4,51.1
2019-09-22 8:30,91.6,24.2,61.1,400,34,0,3,51.2
2019-09-22 8:45,91,24,61.7,400,33.3,0,3.9,51.2
2019-09-22 9:00,90.8,24,61.9,400,30.7,0,3.9,51.4
2019-09-22 9:15,91,24.1,61.6,400,27.3,0,2.1,51.5
2019-09-22 9:30,90.9,24,61.9,400,26.5,0,2.7,51.7
2019-09-22 9:45,90.2,24.1,62.3,400,22.7,0,355.7,51.8
2019-09-22 10:00,90.1,24.3,62.3,400,25.5,0,363.6,51.4
2019-09-22 10:15,90.6,24.4,62,400,34.7,0,368.1,51.2
2019-09-22 10:30,91,24.5,61.8,400,44.1,0,367.5,51.2
2019-09-22 10:45,90.8,24.5,62,400.1,48.5,0,369.8,51.3
2019-09-22 11:00,90.6,24.5,62,412.3,52.9,0,376.8,51.5
2019-09-22 11:15,89.4,24.3,62.9,437,81.1,0,383.8,51.4
2019-09-22 11:30,89.4,24.4,62.9,462,90.5,0,389.9,51.3
2019-09-22 11:45,89.1,24.4,63.3,490,93.7,0,414.3,51.2
2019-09-22 12:00,90.4,24.7,62.3,498.4,89.8,0,418.9,51.3
2019-09-22 12:15,90.4,24.8,62,506.1,87.1,0,402.4,51.2
2019-09-22 12:30,90,24.8,62.1,519.3,91.6,0,394.3,51.3
2019-09-22 12:45,89.5,25,61.9,551.2,96.9,0,388.7,51.5
2019-09-22 13:00,89.2,24.7,61.8,566.3,95.8,0,376.4,51.6
2019-09-22 13:15,88.3,24.8,62,596.7,99.9,0,378.5,51.7
2019-09-22 13:30,86.9,24.7,62.6,636.7,108.1,0,384.3,51.7
2019-09-22 13:45,86.5,24.6,62.5,670.8,114.6,0,381,51.9
2019-09-22 14:00,85.8,24.7,62.3,754.2,110.6,0,375.7,51.8
2019-09-22 14:15,85.6,25,61.9,783,110.8,0,377,51.9
2019-09-22 14:30,85.1,24.7,62.3,800.1,107.5,0,372.5,52.6
2019-09-22 14:45,84.1,24.6,62.7,844.3,113.4,0,371.4,52.4
2019-09-22 15:00,83.9,24.7,62.4,888,117.4,0,368.9,52
2019-09-22 15:15,83.8,24.6,62.2,916.9,115.9,0,366.8,52.4
2019-09-22 15:30,83.1,24.7,62.1,976.2,122.1,0,365.3,52
2019-09-22 15:45,83.6,24.6,61.5,1003.6,120.4,0,365.4,52.1
2019-09-22 16:00,82.8,24.7,61.7,1035.1,125.3,0,361.1,52.7
2019-09-22 16:15,84.5,24.9,60.1,1042.2,125.2,0,360.8,52.3
2019-09-22 16:30,83.9,24.9,60.6,1057.5,132.8,0,362.5,52
2019-09-22 16:45,84.1,25.1,59.5,1088.2,137.2,0,358.7,52
2019-09-22 17:00,83,25.1,59.7,1159.9,153.7,0,353.6,51.9
2019-09-22 17:15,82.9,25.4,57.8,1221.7,162.5,0,354.4,51.3
2019-09-22 17:30,82.1,26,57.1,1219.6,171.2,0,353.6,51
2019-09-22 17:45,81,26,57.5,1265.5,184.5,0,349.7,51
2019-09-22 18:00,83.6,25.4,57.5,1165,162.5,0,349.8,52.1
2019-09-22 18:15,83.7,25.3,58.3,1128.3,158.7,0,348.7,51.9
2019-09-22 18:30,83.9,25.3,57.9,1123.9,159.8,0,348.7,51.6
2019-09-22 18:45,83.9,25.2,57.9,1133.9,164,0,347.3,51.8
2019-09-22 19:00,83.6,25.1,58.1,1170.5,176.9,0,348.3,52.1
2019-09-22 19:15,82.5,25.2,58.1,1218.5,206.7,0,348.4,51.7
2019-09-22 19:30,81.9,25.1,57.8,1288.1,229.2,0,343.8,52.1
2019-09-22 19:45,80.5,25.2,58.1,1375.8,260.4,0,345.8,51.9
2019-09-22 20:00,80.2,25.2,58.2,1399.9,265.6,0,345.3,51.9
2019-09-22 20:15,78.9,25.3,58.2,1464.4,292,0,339.5,51.7
2019-09-22 20:30,78.8,25.2,57.8,1512,296.3,0,338.4,51.7
2019-09-22 20:45,78.3,25.2,58.2,1572.2,301.2,0,339,51.6
2019-09-22 21:00,78.5,25.3,57.2,1605.7,304.1,0,338.2,52.1
2019-09-22 21:15,78,25,58.6,1616.8,301.6,0,341.9,51.7
2019-09-22 21:30,78.8,24.8,58.1,1568.6,285,0,342.4,51.2
2019-09-22 21:45,79.3,25.3,56.9,1535,278.8,0,344,50.7
2019-09-22 22:00,80.9,25,56.8,1423.1,251.7,0,346.7,52
2019-09-22 22:15,79.9,24.9,57.8,1463.9,265.8,0,345.7,51.6
2019-09-22 22:30,79.2,24.7,58.8,1481.3,271.8,0,343.5,51.5
2019-09-22 22:45,79.7,24.8,58,1482.1,267.5,0,344.9,51.3
2019-09-22 23:00,79,24.5,59.5,1472.8,274.4,0,341.2,51.1
2019-09-22 23:15,79.7,24.7,58.4,1465.8,269.1,0,345.4,51.3
2019-09-22 23:30,79.1,24.6,59.2,1451.2,272.1,0,344,50.7
2019-09-22 23:45,79,25.1,58.1,1480.6,288.2,0,344,50.5
2019-09-23 0:00,79.8,25,58.4,1448.4,278.3,0,351.1,49.7
2019-09-23 0:15,80.5,25.3,57.4,1382.6,267.9,0,74.4,49.8
2019-09-23 0:30,81.4,25.4,56.6,1310.7,258.9,0,0,49.7
2019-09-23 0:45,82.2,25.5,56.1,1247.4,247.8,0,0,49.7
2019-09-23 1:00,83,25.5,55.9,1207.8,242.4,0,0,49.8
2019-09-23 1:15,83,25.5,55.9,1184.5,238.7,0,0,49.8
2019-09-23 1:30,83.7,25.5,55.7,1150.6,235,0,0,49.7
2019-09-23 1:45,84,25.4,55.8,1122.1,229.6,0,0,49.7
2019-09-23 2:00,84.2,25.4,55.8,1095,227.2,0,0,49.7
2019-09-23 2:15,85,25.4,55.7,1069.3,222.2,0,0,49.7
2019-09-23 2:30,85,25.4,55.5,1047.4,218.6,0,0,49.7
2019-09-23 2:45,85,25.4,55.6,1025.1,217.4,0,0,49.7
2019-09-23 3:00,85.6,25.4,55.5,1004.9,213.7,0,0,49.9
2019-09-23 3:15,85.9,24.9,56.4,992.8,202.8,0,278.4,52.4
2019-09-23 3:30,85.9,24.3,58.4,946.8,183.6,0,353.2,52.2
2019-09-23 3:45,86.1,24.3,59.9,862.4,179.3,0,106.2,51.9
2019-09-23 4:00,86,23.9,61.2,786.2,163.1,0,0,51.1
2019-09-23 4:15,87,23.8,61.7,698.2,129.4,0,0,51.1
2019-09-23 4:30,88.4,23.7,61.7,619.3,100.1,0,0,51.2
2019-09-23 4:45,89.2,23.7,61.7,574.8,84.2,0,0,51.2
2019-09-23 5:00,89.9,23.6,61.7,545.2,70.3,0,0,51.2
2019-09-23 5:15,90.7,23.6,61.6,515.5,55.4,0,0,51.2
2019-09-23 5:30,91,23.5,61.7,491.6,44.6,0,0,51.3
2019-09-23 5:45,91.1,23.5,61.5,477.3,35.8,0,0,51.1
2019-09-23 6:00,91,23.4,61.6,466.7,30.4,0,0,51.1
2019-09-23 6:15,91.9,23.5,61.2,458.7,26.1,0,0,51.5
2019-09-23 6:30,92,23.6,60.9,452.5,24.1,0,1.2,54.1
2019-09-23 6:45,92.1,23.6,60.8,450,34,0,5.2,51.5
2019-09-23 7:00,92.2,23.6,60.6,448.2,40.8,0,11.9,51.2
2019-09-23 7:15,92.4,23.6,60.6,447.2,45.7,0,172.7,51.3
2019-09-23 7:30,92.8,23.8,60.3,463.6,55.3,0,414.6,52
2019-09-23 7:45,92.1,23.8,60.5,500,61.6,0,433.1,51.8
2019-09-23 8:00,91.5,23.9,60.3,548.3,58.7,0,434.8,51.8
2019-09-23 8:15,90,24,60.1,616,72,0,436.7,52.1
2019-09-23 8:30,89.2,24.3,59.7,694.9,83.1,0,507.6,52.5
2019-09-23 8:45,88,24.6,59.6,793.9,105.3,0,534,51.8
2019-09-23 9:00,86.6,24.8,59.4,888,124.9,0,540.3,52.5
2019-09-23 9:15,84.8,25.2,59.1,980.8,184.3,0,568.1,52.8
2019-09-23 9:30,83.6,25.5,58.1,1080.9,181.3,0,581.4,52.4
2019-09-23 9:45,83,25.9,57.2,1143.1,179.5,0,567.5,52.4
2019-09-23 10:00,82.5,26,56.7,1179,176,0,576.7,52.2
2019-09-23 10:15,83.6,26.3,55.1,1119.7,150.1,0,616.2,51.8
2019-09-23 10:30,83.8,26.6,54.2,1123,148.1,0,610.9,51.9
2019-09-23 10:45,82.6,26.9,53.4,1190.7,161.6,0,615.8,52.4
2019-09-23 11:00,80.3,27,53.3,1297.4,230.3,0,597.4,52.2
2019-09-23 11:15,80.1,27.1,52.3,1346.1,237.4,0,663,52.2
2019-09-23 11:30,79.7,27.3,51,1403.5,238.8,0,631.3,52.3
2019-09-23 11:45,79.3,27.4,51.1,1413.7,238.6,0,578.4,52.2
2019-09-23 12:00,79.8,27.4,50.9,1394.9,228,0,616.1,52.5
2019-09-23 12:15,80.7,27.4,50.2,1357.7,208.5,0,648.9,52.6
2019-09-23 12:30,79.8,27.4,51.4,1387.9,212,0,588.8,52.7
2019-09-23 12:45,79.7,27.3,50.7,1451.2,210,0,562.3,52.6
2019-09-23 13:00,79.3,27.3,50.6,1493.1,212.4,0,634.5,52.9
2019-09-23 13:15,78.9,27.6,49.7,1569.3,214.8,0,638.2,53.2
2019-09-23 13:30,78,27.5,50.6,1685.4,221.8,0,631.9,53.5
2019-09-23 13:45,77.9,27.8,48.9,1801.7,224.6,0,547.7,53.2
2019-09-23 14:00,78.1,27.6,48.2,1928.3,227.1,0,570.9,53.3
2019-09-23 14:15,76,27.6,48.8,2152.5,257,0,581.1,53
2019-09-23 14:30,74.5,27.6,49.4,2361.1,278.7,0,561.4,53.3
2019-09-23 14:45,74.9,27.5,47.9,2510.2,276.5,0,489.2,53.2
2019-09-23 15:00,75,27.5,47.1,2600.6,276.5,0,450,53
2019-09-23 15:15,74.9,27.5,46.4,2665.3,276.8,0,472.6,52.6
2019-09-23 15:30,74.3,27.4,46,2753.3,288.1,0,457.7,52.9
2019-09-23 15:45,74.6,27.4,45.3,2751.2,290,0,433,52.5
2019-09-23 16:00,75,27.3,45.1,2730,286.1,0,393.2,52.8
2019-09-23 16:15,75.1,27.2,45.3,2684.5,283.1,0,379.1,52.8
2019-09-23 16:30,76,27.2,45,2607.5,274.3,0,378.9,53
