timestamp(Asia/Seoul),score,temp(°C),humid,co2,voc,pm25,light,noise
2019-09-27 0:15,71,26,57.2,2321.3,458.4,13.8,212.1,50.3
2019-09-27 0:30,71,26,57.2,2270.3,461.7,14.1,0,50.4
2019-09-27 0:45,71.1,26,57,2272.4,474,13.8,0,50.3
2019-09-27 1:00,71.4,26,57.2,2187,467.7,14.2,0,50.3
2019-09-27 1:15,72,25.8,57.6,2103.5,463.2,14.1,0,50.3
2019-09-27 1:30,72.3,25.8,57.6,2017.3,453.3,14.4,0,50.3
2019-09-27 1:45,72.8,25.8,57.8,1875,436.2,14.8,0,50.3
2019-09-27 2:00,73.5,25.8,58.3,1662.9,401.6,15.6,0,50.3
2019-09-27 2:15,74,25.7,58.3,1586.7,394.5,15.7,0,50.2
2019-09-27 2:30,74.3,25.7,58.3,1521.4,384.9,15.9,0,50.2
2019-09-27 2:45,75.3,25.8,58.4,1441.1,368.6,15.5,0,50.2
2019-09-27 3:00,75.9,25.7,58.5,1369.7,356.5,15.9,0,50.2
2019-09-27 3:15,77.5,25.4,59.4,1223.3,321.5,16,161.8,52.9
2019-09-27 3:30,83,24.6,61.9,739.1,132.8,18.4,395.3,52.4
2019-09-27 3:45,79.9,24.1,64.6,796.3,196.5,17,329,52.4
2019-09-27 4:00,78.8,24.5,65.6,733.9,192.3,18.3,0,50.3
2019-09-27 4:15,80.6,24.8,64.3,654.3,154.5,19.1,0,50.4
2019-09-27 4:30,83.1,24.9,64.3,545.5,93.2,20.1,0,50.6
2019-09-27 4:45,83.9,24.9,64.2,496.8,72.3,20.9,0,50.4
2019-09-27 5:00,84.4,25.1,63.7,483.8,74.7,21.2,0,50.5
2019-09-27 5:15,84,25,64,472.1,61.8,21.7,0,50.6
2019-09-27 5:30,84.3,25.1,63.6,464.7,58.1,21.9,0,51.4
2019-09-27 5:45,84.6,25.1,63.5,462,55.4,21.8,0,50.5
2019-09-27 6:00,84.9,25.1,63.2,461.5,52.4,21.7,0,50.5
2019-09-27 6:15,85,25.1,63.1,457.5,50.9,21.7,0.2,50.8
2019-09-27 6:30,82.7,23.9,68,484.5,87.3,20.2,4,51.8
2019-09-27 6:45,82,23.3,69.9,483.5,85.5,19.6,12,51.7
2019-09-27 7:00,82.2,23.3,69.8,480.2,71.1,19.4,27.4,51.6
2019-09-27 7:15,82.6,23.4,69.4,458.8,47,19.5,364.3,51.7
2019-09-27 7:30,82.9,23.5,69.1,468.3,60.8,18.3,460.4,51.7
2019-09-27 7:45,82.8,23.5,69.6,496.9,80.8,18.2,487.5,52.4
2019-09-27 8:00,81.6,23.7,69.5,541.8,109.6,18.3,522.2,52.7
2019-09-27 8:15,81.4,23.8,69.2,546.7,93,19.4,554.7,52.3
2019-09-27 8:30,82,23.8,68.9,526.4,60.3,19.9,585.9,52.4
2019-09-27 8:45,81.2,24,69,561,91.8,19,615.7,52.7
2019-09-27 9:00,81,24.3,65.9,606.6,186.8,18,627.1,52.7
2019-09-27 9:15,82.8,24.4,62.8,661.4,154.7,17.7,657.2,52.6
2019-09-27 9:30,82.8,24.5,62.5,731.3,133,16.4,618.2,52.9
2019-09-27 9:45,80.7,24.8,61.9,859.5,189.2,15.8,682,52.5
2019-09-27 10:00,79.9,25.3,60.9,922.5,187.1,15.9,610.9,52.6
2019-09-27 10:15,80.3,25.5,59.4,970.6,177.8,15.1,654.1,53.3
2019-09-27 10:30,78.3,25.5,57.5,1209.3,244.8,15.7,650.1,52.8
2019-09-27 10:45,77,26.3,56.4,1106.5,190.2,15,768.8,53.4
2019-09-27 11:00,74.8,26.2,55.5,1410.4,260.4,13.5,676.1,52.8
2019-09-27 11:15,73.3,26.4,54.3,1598.8,291.7,12.4,771.7,52.9
2019-09-27 11:30,74.1,27.5,51.4,1506.4,250.5,13,827.1,53.1
2019-09-27 11:45,76.5,28.1,49.2,1310.5,190.9,14,860.8,53.2
2019-09-27 12:00,76.8,28.7,47.3,1281.6,184.6,14.7,886.9,53
2019-09-27 12:15,75.4,28.7,48.1,1336.7,227.8,14.7,869,53
2019-09-27 12:30,75.6,29,49,1202.9,209.3,15.7,645.8,52.9
2019-09-27 12:45,75.3,28.4,50.9,1164.6,210.4,17.6,502.5,53.4
2019-09-27 13:00,73.9,27.7,51.4,1315.9,256.1,15.8,447.7,52.9
2019-09-27 13:15,72.2,27,52.1,1568.7,310.5,14.9,460.9,53.6
2019-09-27 13:30,71.1,26.6,53.8,1647.3,318.6,14.9,487,53
2019-09-27 13:45,73.3,25.9,53.5,1916.3,338.3,13.8,457.6,53.4
2019-09-27 14:00,71.7,27,45,2428,369,12,432.6,53.2
2019-09-27 14:15,70.3,26.5,48.3,2596.7,384,12.2,423.2,53.5
2019-09-27 14:30,65.7,25.8,60.2,2724,452.7,12.5,411,53.6
2019-09-27 14:45,61.4,25.7,63.1,3143.9,520.6,11.9,409.9,52.9
2019-09-27 15:00,60.8,25.9,63.1,3276.1,510,12.9,410.6,53.3
2019-09-27 15:15,63.1,26.8,55.2,3600.3,545.1,11.6,426.9,53.3
2019-09-27 15:30,67.5,26.8,48.3,3809.9,519.9,10.8,414.9,53.3
2019-09-27 15:45,68.6,26.5,46,4005.2,518.1,11.4,419.5,53.8
2019-09-27 16:00,69,26.5,43.9,4209.9,524,10.4,443.5,53.7
2019-09-27 16:15,68.7,26.5,43,4377.8,532.9,10.3,423.9,53.2
2019-09-27 16:30,68,26.7,43.5,4617.8,554.1,10.1,407.7,52.9
2019-09-27 16:45,68,26.8,43.5,4813.1,568.2,10,401.5,52.8
2019-09-27 17:00,66.4,26.6,48.5,4610.2,578.7,11.5,396.6,52.7
2019-09-27 17:15,61,26.7,56,4341.9,696.2,12.9,390.9,53
2019-09-27 17:30,60,26.9,57.5,4042.5,634.2,13.7,386.7,52.9
2019-09-27 17:45,59.9,27.1,57.8,4027.6,632.3,13.8,385,52.7
2019-09-27 18:00,59.7,27.1,57.9,4254.6,680.3,12.9,386.9,52.1
2019-09-27 18:15,59.8,27.2,57.9,4232.4,666.3,12.7,388.6,51.7
2019-09-27 18:30,61.8,27.1,55.3,4148.4,595.6,12.6,387.7,52
2019-09-27 18:45,63.6,27,52.8,4199,576.8,12,385.7,52.1
2019-09-27 19:00,62.2,26.8,55.6,3687.8,544.1,13.5,383.3,52.9
2019-09-27 19:15,60.1,26.8,58.5,3809.6,639.4,12.8,385.6,52.5
2019-09-27 19:30,58.5,26.7,60.6,3754.7,662.1,13.2,384.4,52.9
2019-09-27 19:45,57.1,26.8,61.7,3413,630.9,15.1,385.5,52.6
2019-09-27 20:00,58.4,27,60.6,2753.5,522.2,21,388.3,52.2
2019-09-27 20:15,58.9,26.9,59.2,3031.5,563.8,18.3,386.2,52.7
2019-09-27 20:30,60,26.8,57.4,3395.4,646.5,15,386.4,52.4
2019-09-27 20:45,60.8,26.9,57,3166.2,574,15.3,386.1,52.3
2019-09-27 21:00,61.4,26.8,57.8,2837.5,530.7,16.6,388.3,52.3
2019-09-27 21:15,60.8,26.8,56.8,2922.4,536.4,17.2,388.9,51.8
2019-09-27 21:30,61.6,26.7,57.3,2740.4,522.8,17.7,389.5,52.1
2019-09-27 21:45,61.4,26.7,58.4,2503.6,500.3,21,391.4,52
2019-09-27 22:00,61.2,26.5,57.1,2844.9,531.7,18.6,390.9,51.9
2019-09-27 22:15,59.9,26.5,57.4,3556.2,727.5,15.7,391.8,51.9
2019-09-27 22:30,59.9,26.6,56.6,4083.3,893.4,12.2,391.7,51.6
2019-09-27 22:45,58.9,26.6,59.1,3505,703.9,15.3,391,51.6
2019-09-27 23:00,61.1,26.6,62.5,1755.4,376.2,24.1,391.1,51.4
2019-09-27 23:15,61.4,26.4,60,2444.8,478.7,20.2,391.9,51.3
2019-09-27 23:30,60.7,26.2,62.6,2207.5,468.6,21.1,392.2,50.9
2019-09-27 23:45,60.2,26.3,64.2,1785.6,409.1,24.4,392,50.5
2019-09-28 0:00,58.9,26.3,62.4,2359.8,495.3,22.7,391.8,50.4
2019-09-28 0:15,59.3,26.2,60.2,3022.3,578.6,17.9,204.7,50.5
2019-09-28 0:30,59.8,26.3,61.1,2560.5,514.4,20.2,0,50.4
2019-09-28 0:45,60.1,26.2,59.7,2870.6,561.8,18.2,0,50.4
2019-09-28 1:00,60.6,26.2,59.8,2821.4,552.5,18.9,0,50.4
2019-09-28 1:15,61.5,26.1,60.4,2580,526.7,19.8,0,50.4
2019-09-28 1:30,61.3,26.1,60,2658.2,531.3,19.5,0,50.4
2019-09-28 1:45,62,26.1,61,2360.5,500.7,21.2,0,50.4
2019-09-28 2:00,62.3,26.1,61.3,2233.4,490.3,21.7,0,50.4
2019-09-28 2:15,62.8,26.1,60.8,2301.8,496.9,20.6,0,50.4
2019-09-28 2:30,63.2,26,60.6,2292.8,498,20.4,0,50.4
2019-09-28 2:45,63.6,26,60.7,2216.9,487.4,20.5,0,50.4
2019-09-28 3:00,63.9,26,60.7,2194.8,485.3,20.2,0,50.5
2019-09-28 3:15,64.8,25.5,63.6,1834.9,426,21,249.6,52.7
2019-09-28 3:30,74.3,25.2,70,703.9,136.2,29.5,393.1,52.9
2019-09-28 3:45,76.2,24.9,71.1,580.3,107.7,30.1,118.6,51.4
2019-09-28 4:00,77.1,25,72.6,505.8,94.9,30,0,50.4
2019-09-28 4:15,76.7,25,72.9,529.9,121.7,29.7,0,50.5
2019-09-28 4:30,75.9,25.3,71.8,529.8,142.9,29.3,0,50.5
2019-09-28 4:45,74.4,25.6,70,573.2,171.3,28.7,0,50.4
2019-09-28 5:00,74.9,25.5,71.1,556.7,161.3,29.1,0,50.5
2019-09-28 5:15,74.6,25.5,69.7,607.8,193.3,27.6,0,50.5
2019-09-28 5:30,73.7,25.6,68.3,644.5,209,26.7,0,50.5
2019-09-28 5:45,73.7,25.8,68.3,601,190.7,27.1,0,50.4
2019-09-28 6:00,73.5,25.8,67.1,638.5,212.5,25.6,0,50.4
2019-09-28 6:15,74,25.9,67.5,595,191.2,25.6,0,50.5
2019-09-28 6:30,76.3,25.2,70.5,564.9,169.1,25,0,52.1
2019-09-28 6:45,78.8,24.9,71.7,461.5,80.6,27,0,52.1
2019-09-28 7:00,79.2,24.3,73,468.2,94.6,28,0.3,51.7
2019-09-28 7:15,77.6,24.2,76.1,462.2,108.5,30,75.3,51.6
2019-09-28 7:30,78.6,23.9,72.6,547.4,215.7,21.3,408.4,51.8
2019-09-28 7:45,77,23.4,74.8,580.7,250.8,19.6,416.9,51.7
2019-09-28 8:00,76.5,23.6,74.1,599.2,326.1,18.6,432.4,51.4
2019-09-28 8:15,77.8,23.9,71.7,614.3,263.4,17.9,452.6,52
2019-09-28 8:30,79,24.5,70.6,572.8,167.7,21.2,578.9,52.3
2019-09-28 8:45,81.3,24.6,65.4,637.3,184.8,17.2,439.7,52.2
2019-09-28 9:00,82,24.7,64.6,655.4,167.7,17.7,510.9,51.9
2019-09-28 9:15,80.9,24.9,66.1,657.4,166.4,17,515.1,52.2
2019-09-28 9:30,78.8,25,67.9,699.4,183.4,15.2,589.6,51.8
2019-09-28 9:45,79.5,25.5,65.9,699.7,173.4,14.4,649.6,52.1
2019-09-28 10:00,77.2,26.1,64.5,693.4,153.5,14.7,714.4,52.6
2019-09-28 10:15,77.6,26.4,60.1,810.9,185.1,13.2,581.4,52.1
2019-09-28 10:30,78,26.6,59,822.3,190.8,12.6,506.8,52
2019-09-28 10:45,78.9,26.3,54.9,1057.5,254.9,10.4,625.6,52.4
2019-09-28 11:00,79.4,26,55,1166.9,260.8,10.4,548,52.5
2019-09-28 11:15,77.6,26.4,54.9,1175.7,245.1,10.5,488.9,52.2
2019-09-28 11:30,76.3,26.3,58.1,1113.7,217.9,11.6,456.8,52.1
2019-09-28 11:45,75.2,26.3,61.5,973.6,190.3,12.8,490.9,52.1
2019-09-28 12:00,76.3,26.4,58,1081.7,224.1,12.2,503.6,52.4
2019-09-28 12:15,79.1,25.8,53.5,1359.6,276.4,9.9,502,52.4
2019-09-28 12:30,79.3,25.6,54.1,1380.3,277.9,10,473,52.3
2019-09-28 12:45,79,25.4,55.3,1419.3,282,10.1,471.4,52.7
2019-09-28 13:00,77.7,25.4,55.4,1537.4,295.4,10.1,544.2,52.7
2019-09-28 13:15,76.1,25.9,52.9,1687.8,306,9.6,725,52.3
2019-09-28 13:30,73.9,26.9,50.6,1829.9,305.7,9.4,727,52.5
2019-09-28 13:45,73.1,27.3,49.7,1939,312,9.7,513,52.5
2019-09-28 14:00,72.7,26.9,51.8,1959.3,311.8,10.5,479.5,52.8
2019-09-28 14:15,76.6,24.9,54.8,1966.1,316.2,11.5,512.9,52.9
2019-09-28 14:30,77.8,24.2,53.6,2114.1,340.8,10.5,449.9,52.6
2019-09-28 14:45,77.2,24,52.7,2295.8,366.4,10.1,474.5,52.9
2019-09-28 15:00,76,23.8,54.3,2362.8,375.5,10.2,436.4,52.9
2019-09-28 15:15,73.9,23.2,55.6,2592.7,409.5,9.5,456.9,52.8
2019-09-28 15:30,66.2,23.9,63.2,2888.9,484.7,8.8,452.5,52.4
2019-09-28 15:45,67.4,25.2,59.8,3015.1,482.1,8.5,445.9,52.7
2019-09-28 16:00,67.2,25.6,57.9,3057.3,465.6,9,441,52.8
2019-09-28 16:15,65.5,26.1,57.6,2948,455.7,10.2,426.8,52.7
2019-09-28 16:30,65,26.1,56.6,3203.8,494.2,9.5,422,53.1
2019-09-28 16:45,64.6,26.2,57.2,3172.7,495,9.3,421.6,52.9
2019-09-28 17:00,63.5,26.4,57.8,3000.5,482.7,9.8,414.6,52.6
2019-09-28 17:15,64.7,26.2,57,3313.2,514.1,9,408,53.2
2019-09-28 17:30,66.2,26,54.3,3867.9,561.5,7.5,402.6,53.1
2019-09-28 17:45,67.5,25.9,53.4,4101.1,574.4,6.8,396.2,52.9
2019-09-28 18:00,67.8,25.8,53.1,4232.6,583.6,6.8,389.2,53.2
2019-09-28 18:15,66.5,25.5,57.1,4346.8,703,6.9,387.5,52.9
2019-09-28 18:30,65,25.4,60,4378.7,722.2,7.3,384.5,52.7
2019-09-28 18:45,64.8,25.3,60.6,4395.1,696.8,7.9,382.9,53.1
2019-09-28 19:00,64.4,25.3,60.9,4523.2,740.4,8.4,381,53.2
2019-09-28 19:15,63.3,25.3,61.3,4697.7,817.2,9.1,380.4,53
2019-09-28 19:30,63.1,25.4,60.9,4831,906.9,9.3,380.3,53.1
2019-09-28 19:45,64,25.4,59.3,4876.1,914.2,9.4,381.5,52.8
2019-09-28 20:00,63.2,25.5,60,4935.4,921.5,8.7,380.9,52.4
2019-09-28 20:15,64.1,25.4,58.7,5000,934.5,8,381.8,52.7
2019-09-28 20:30,63.6,25.4,59.3,5000,946.7,7.8,381.4,52.8
2019-09-28 20:45,63.7,25.4,59.2,5000,954.6,7.6,380,52.4
2019-09-28 21:00,63.4,25.5,59,5000,995,7.1,381,52.6
2019-09-28 21:15,63.6,25.4,58.7,5000,1009.4,6.8,381.4,52.6
2019-09-28 21:30,63.3,25.5,58.8,5000,1036,7,381.9,52.4
2019-09-28 21:45,63.3,25.4,59.1,5000,1057.2,7,385.4,52.7
2019-09-28 22:00,63.9,25.1,59.2,5000,1060.1,7.1,392.1,52.5
2019-09-28 22:15,63.3,25.1,60.5,5000,1086.7,7.2,392.8,52.1
2019-09-28 22:30,62.7,25,61.1,5000,1088.9,7.4,392.9,52
2019-09-28 22:45,62.4,25,61.4,5000,1071.7,7.5,393.3,51.7
2019-09-28 23:00,62.5,25,61.4,4999.9,1076.5,7.2,393.2,52
2019-09-28 23:15,61.6,25,62.2,4958.6,1066.8,7.2,393.6,51.7
2019-09-28 23:30,61.9,25.1,61.5,4890.3,1042.9,7.2,393.6,51.5
2019-09-28 23:45,60,26.2,59.3,4794.2,998.4,7.4,393.5,50.6
2019-09-29 0:00,59,26.4,58.6,4731.6,979.9,7.6,235.8,50.5
2019-09-29 0:15,59,26.4,58.2,4778.7,1017.3,7.2,0,50.5
2019-09-29 0:30,59,26.4,58.1,4699.4,1002.7,7.4,0,50.5
2019-09-29 0:45,59,26.4,58.1,4644,995.4,7.3,0,50.5
2019-09-29 1:00,59,26.4,58,4594.4,984.5,7.2,0,50.4
2019-09-29 1:15,59.6,26.4,58.2,4526.2,963.9,7.2,0,50.4
2019-09-29 1:30,60,26.4,58.2,4421.6,934.7,7.4,0,50.5
2019-09-29 1:45,60,26.4,58.1,4355.7,910.9,7.5,0,50.4
2019-09-29 2:00,60,26.4,58,4263.7,886.9,7.6,0,50.4
2019-09-29 2:15,60,26.4,58.1,4164.1,852.9,7.9,0,50.4
2019-09-29 2:30,60.9,26.4,58.2,4034.7,810.1,8,0,50.5
2019-09-29 2:45,61,26.4,58.2,3938.5,778.7,8.1,0,50.4
2019-09-29 3:00,61,26.4,58.4,3839.1,752.9,8.3,0,50.4
2019-09-29 3:15,61,26.4,58.5,3722.6,715.6,8.4,0,50.4
2019-09-29 3:30,61,26.4,58.6,3622.2,686.7,8.8,0,50.4
2019-09-29 3:45,61.7,26.4,58.8,3539.6,659.5,8.8,0,50.4
2019-09-29 4:00,62,26.4,58.9,3441.6,628.2,8.9,0,50.4
2019-09-29 4:15,62,26.4,58.9,3360.9,600.8,9,0,50.4
2019-09-29 4:30,62,26.4,59.1,3270.3,586.2,9,0,50.4
2019-09-29 4:45,62,26.4,59.1,3206.4,577.4,9.3,0,50.4
2019-09-29 5:00,62,26.4,59.2,3122.5,571,9.4,0,50.4
2019-09-29 5:15,62,26.4,59.6,2966.8,556.4,9.9,0,50.4
2019-09-29 5:30,62.2,26.4,59.6,2921.2,551.5,10,0,50.4
2019-09-29 5:45,63,26.3,60.1,2845.2,542.7,10.2,0,50.4
2019-09-29 6:00,63,26.3,60.2,2774.1,534.4,10.4,0,50.4
2019-09-29 6:15,63.7,26.3,60.2,2710.6,528.8,10.3,0,50.4
2019-09-29 6:30,66.3,25.3,62.1,2574.3,512.5,10.3,0.1,51.7
2019-09-29 6:45,66.7,24.8,63.6,2505.1,510.1,9.9,3.9,51.5
2019-09-29 7:00,65.8,24.8,64.8,2456.2,506.2,9.5,19.4,51.5
2019-09-29 7:15,66.3,24.7,64.5,2406.9,495.8,9.2,44.5,51.5
2019-09-29 7:30,65.5,24.8,65.4,2370.7,568.1,9.2,447,51.9
2019-09-29 7:45,66,24.8,65.4,2320.5,530.1,8.9,472.7,51.7
2019-09-29 8:00,66.2,24.9,64.9,2290.8,516.3,8.5,460.9,51.5
2019-09-29 8:15,66.4,25,64.5,2255,505.3,8.3,444.8,51.6
2019-09-29 8:30,69.1,25.7,60.3,2185.6,500.7,8.1,502.9,51.8
2019-09-29 8:45,70.8,25.9,56.2,2164.5,473.1,8,601.6,52
2019-09-29 9:00,73.2,26.3,48.9,2105.3,438.3,8.3,610.7,52.1
2019-09-29 9:15,74.4,26.1,48.1,2118.7,438.1,8.5,629.6,51.7
2019-09-29 9:30,70.3,26,57,2094.3,479.4,8.4,560.1,51.9
2019-09-29 9:45,69.5,25.8,60,2075.1,474.2,8.9,671.9,51.8
2019-09-29 10:00,67.4,26.7,57.8,2101.9,465.9,9.5,687.5,51.9
2019-09-29 10:15,67,27.5,56.7,2095.4,462.7,9.6,683.1,52
2019-09-29 10:30,67.4,28.3,54.2,2111.8,442.4,9.8,659.8,52.2
2019-09-29 10:45,67.4,28.5,53.5,2172.7,442,9.6,580.6,52.4
2019-09-29 11:00,67.6,28.5,53,2190.4,435.9,9.4,494,52.2
2019-09-29 11:15,67.4,28.5,53,2242.7,433.8,9.4,639.2,52.3
2019-09-29 11:30,68.3,28.9,50.4,2283.3,420.4,9.1,729.2,52.5
2019-09-29 11:45,68.9,29.7,48.3,2300.7,406.1,9.1,805.5,52.5
2019-09-29 12:00,69,30.3,44.4,2381.5,387.5,8.8,700,52.5
2019-09-29 12:15,68.7,30.1,42.1,2429.7,376.6,8.2,627.3,52.5
2019-09-29 12:30,68.8,29.9,43,2482.4,384.3,8.1,790.7,52.9
2019-09-29 12:45,67.8,30.2,41.8,2545.9,380.2,7.9,567.8,52.6
2019-09-29 13:00,67.5,29.9,41.4,2591.4,379.5,7.6,534.1,53
2019-09-29 13:15,68,29.5,42.6,2681.4,389.3,7.8,522,52.8
2019-09-29 13:30,67.9,29.2,42.7,2781.6,400.3,7.6,572.8,53
2019-09-29 13:45,67,29.4,42,2843.2,404.5,8,626.7,52.9
2019-09-29 14:00,66.3,29.5,42.2,3004,412.3,8.1,660.1,53
2019-09-29 14:15,65.1,29.6,40.9,3095.8,418.2,8.6,603,53.1
2019-09-29 14:30,65.9,29.4,42.3,3214.3,451.1,9.4,580.4,53.1
2019-09-29 14:45,65.2,29.3,41,3370.1,453.9,9.7,539.5,53.3
2019-09-29 15:00,66.8,28.7,43.4,3534,469.8,10.3,500.4,53.4
2019-09-29 15:15,67,28.4,43.6,3728.8,483.3,10.4,474.2,53.5
2019-09-29 15:30,67,28.1,43.3,3896.1,484.5,10.7,463.9,53.4
2019-09-29 15:45,67.1,27.9,45.9,3983.6,501.5,10.8,444.4,53
2019-09-29 16:00,67.3,27.9,43.5,4223,500.3,10.4,440.7,53.1
2019-09-29 16:15,67.9,27.6,45.2,4315.4,511.8,10.8,438.9,52.9
2019-09-29 16:30,67.6,27.5,45.1,4465,523,10.9,433.4,53.3
2019-09-29 16:45,67.7,27.5,44.2,4617.9,519.6,10.7,428.3,53.1
2019-09-29 17:00,68,27.1,46.5,4745.5,538.9,10.6,419.9,52.9
2019-09-29 17:15,68,27.1,45.2,4888,540.2,10.6,410.9,53.1
2019-09-29 17:30,68,26.7,47.6,4953.8,556.3,10.5,400.8,52.9
2019-09-29 17:45,68,26.9,45,4998.2,550.8,10,396.9,53.1
2019-09-29 18:00,68,26.8,43,5000,540,9.8,393.8,53.1
2019-09-29 18:15,68,26.7,44.7,4987.9,545.4,10.2,393.2,53.1
2019-09-29 18:30,68,26.6,46.5,4997.2,561.6,10.5,390.3,53
2019-09-29 18:45,69,26.3,45.4,5000,567.2,10.1,387.4,53
2019-09-29 19:00,70.5,25.9,47.8,5000,590.1,10.3,387.1,52.9
2019-09-29 19:15,69.9,25.8,49.6,5000,639.1,10.4,386.6,52.9
2019-09-29 19:30,70.8,25.9,47.7,5000,626.5,10.3,387.5,53.1
2019-09-29 19:45,70.3,25.7,49.1,5000,675.1,10.3,387.7,52.9
2019-09-29 20:00,68.9,26,48.8,5000,694.3,10.4,387.6,53.1
2019-09-29 20:15,69,26.3,45.4,5000,605.7,10.7,386.9,52.9
2019-09-29 20:30,68.7,26.1,48.4,5000,695.8,10.4,387.5,52.8
2019-09-29 20:45,68.6,26.1,48.2,5000,731.2,10.2,387.4,53.1
2019-09-29 21:00,67.8,26.3,46.2,5000,744.8,10.4,386.3,53.3
2019-09-29 21:15,68.2,26,48.4,5000,843,10.2,385.9,53.1
2019-09-29 21:30,66.7,26.4,46.7,5000,840.3,10.4,388.8,53.1
2019-09-29 21:45,68.2,25.8,48,5000,988.4,9.8,390.3,53.3
2019-09-29 22:00,68.3,25.7,48.5,5000,1000.7,10.1,389.9,53.2
2019-09-29 22:15,66.9,26.2,44.8,5000,928.9,10.4,393.3,52.9
2019-09-29 22:30,67.2,26.2,44.7,5000,942.5,10.4,392.9,52.4
2019-09-29 22:45,67.9,26,45.8,5000,969.3,9.7,394.1,52
2019-09-29 23:00,68.5,25.9,45.8,5000,958.8,9.7,394,52.4
2019-09-29 23:15,69.4,25.7,45.6,5000,941.7,9.5,394.2,52.2
2019-09-29 23:30,68.8,25.9,44.2,5000,882.1,9.5,394.8,51.7
2019-09-29 23:45,67.4,26.2,43.4,5000,898.3,8.9,394.5,50.7
2019-09-30 0:00,66.6,26.3,44.1,5000,879.9,9.5,276.9,50.6
2019-09-30 0:15,66.5,26.4,46.6,4866.7,690.4,13.1,0,50.5
2019-09-30 0:30,66,26.5,47.7,4468.8,599.7,14.6,0,50.5
2019-09-30 0:45,63.5,26.5,50.8,3572.3,512.9,19,0,50.4
2019-09-30 1:00,62.3,26.5,52,2904.8,477.7,22.1,0,50.5
2019-09-30 1:15,63.1,26.4,51.9,2784.2,468.2,22,0,50.5
2019-09-30 1:30,64.2,26.4,52.9,2516.2,437.4,22.4,0,50.5
2019-09-30 1:45,64.9,26.4,53.7,2281.1,410.5,23.9,0,50.5
2019-09-30 2:00,66,26.3,54.9,1958.4,375.1,25.6,0,50.5
2019-09-30 2:15,66.7,26.3,55.4,1819.1,358.8,25.2,0,50.5
2019-09-30 2:30,67,26.3,55.5,1794.3,361.8,24.8,0,50.5
2019-09-30 2:45,67.1,26.3,55.8,1705.4,349.6,25.4,0,50.5
2019-09-30 3:00,67.5,26.3,56.1,1622.3,335.6,25.5,0,50.5
2019-09-30 3:15,69.2,26,56.2,1590.5,338.4,24.3,189,54.1
2019-09-30 3:30,74.4,25.7,54.1,1341.2,273.4,24.8,395.5,52.4
2019-09-30 3:45,79.6,25.5,50.8,1123.3,226.4,25.6,247.4,52.7
2019-09-30 4:00,79,25.5,53.5,1002.3,229.5,27.4,0,50.5
2019-09-30 4:15,78.5,25.6,56,918.5,219.7,27.6,0,50.3
2019-09-30 4:30,78.4,25.7,57.2,853.1,204,27.6,0,50.6
2019-09-30 4:45,78,25.8,57.2,851.3,201.7,27.5,0,50.5
2019-09-30 5:00,78.2,25.8,57.9,788.7,181.4,28.2,0,50.5
2019-09-30 5:15,78.3,25.9,58.3,752.2,168,28.3,0,50.5
2019-09-30 5:30,78.7,25.9,58.7,713.3,155.6,28.6,0,50.9
2019-09-30 5:45,78.8,25.9,58.9,687.9,148.8,28.9,0,50.8
2019-09-30 6:00,78.9,25.9,59.1,673.4,143.5,29,0,50.5
2019-09-30 6:15,78.8,26,59.3,656.4,135.3,29.3,0,50.5
2019-09-30 6:30,77.9,25.2,64.1,639.6,138.7,27.9,0.5,52
2019-09-30 6:45,77.6,24.5,67.6,629.5,150.5,27.4,5,51.7
2019-09-30 7:00,78.2,24.3,68.1,597.6,122.5,27.6,84.1,51.6
2019-09-30 7:15,78.6,24.4,68,592.2,111.9,27.3,433,51.8
2019-09-30 7:30,78.9,24.4,67.4,599.3,114.3,26.1,454.3,52
2019-09-30 7:45,78.4,24.5,67.4,621.6,121.8,26.2,456.2,51.9
2019-09-30 8:00,78,24.6,66.7,666.1,143.4,24.9,493,52.1
2019-09-30 8:15,76.2,24.8,66.6,769.4,169.9,23.4,538,52.2
2019-09-30 8:30,76.8,25.3,63.2,822.9,182.8,22.1,563.7,52.7
2019-09-30 8:45,81.7,26.1,50.6,915.7,166.7,20.6,560,52.8
2019-09-30 9:00,84,25.8,45.8,1020.4,187.2,19.5,546.3,53.2
2019-09-30 9:15,81.8,25.8,46.7,1169.5,217.1,18.2,570.3,52.9
2019-09-30 9:30,73.6,26.1,55.6,1323.5,284.4,17.6,586.1,52.7
2019-09-30 9:45,70.2,25.7,61.2,1488.3,316.5,17.3,576.3,52.6
2019-09-30 10:00,68.3,26.1,60.1,1635.9,312.1,18,628.2,52.5
2019-09-30 10:15,66.7,26.5,58.7,1850.8,327,17.3,657.8,52.7
2019-09-30 10:30,66.1,26.7,57.8,2048.4,340.2,16.3,592.4,52.5
2019-09-30 10:45,64.4,27.1,58,2202.6,347.7,16.3,673.2,52.8
2019-09-30 11:00,67.1,28.1,50.2,2351.1,331.6,16.5,551.6,53.2
2019-09-30 11:15,62.2,27.1,57.5,2502.2,396.4,17.2,671.3,52.5
2019-09-30 11:30,59,27.5,60.1,2584.2,418.5,18.1,679.4,52.5
2019-09-30 11:45,62.7,28.9,51.5,2740.7,381.6,16.6,551.7,52.8
2019-09-30 12:00,63.4,28.6,50.5,2821.4,379.2,16.3,555.2,53.3
2019-09-30 12:15,64.1,28.8,48.9,2957.7,387.8,16.2,575.7,53.2
