timestamp(Asia/Seoul),temp(°C),humid,co2,voc,pm25,light,noise
2019-09-20 13:45,26,42.6,2205.4,292.1,7,497.1,53.6
2019-09-20 14:00,25.8,42.6,2228.8,277.2,6.7,552.2,53.3
2019-09-20 14:15,24.1,48.1,2085.9,272.9,6.7,521.8,52.5
2019-09-20 14:30,24.1,48.8,2195.3,289.9,6.7,513.9,53
2019-09-20 14:45,24.7,48.6,2178.9,274.4,6.8,509.3,53.1
2019-09-20 15:00,24.7,48.9,2161.5,261.5,6.8,466.1,53.3
2019-09-20 15:15,24.4,49.7,2077.2,247.4,6.6,467.6,53.2
2019-09-20 15:30,25.7,46.3,2141.4,249.4,6.4,464.6,53.4
2019-09-20 15:45,26.1,42.1,2454.7,268.5,5.8,453.5,53.6
2019-09-20 16:00,26.1,40.4,2624.4,279.4,5.4,445.1,53.7
2019-09-20 16:15,25.9,39.9,2656.7,289.2,5.1,432.8,53.7
2019-09-20 16:30,25.9,39.9,2812.3,307.2,4.8,421.8,53.1
2019-09-20 16:45,26,40.4,3028.1,333.4,4.6,412.9,53.3
2019-09-20 17:00,26.2,42.6,3144.3,362,4.7,411.2,52.3
2019-09-20 17:15,26.7,45,3359.4,385,5,408,52.6
2019-09-20 17:30,27,46.9,3532,402.5,5.2,404.3,52.1
2019-09-20 17:45,27.2,48,3530.9,414.4,5.4,396.5,52.1
2019-09-20 18:00,26.2,49.4,3328.2,409.8,5.4,391.9,53.4
2019-09-20 18:15,26.2,43.5,3307,393.9,4.7,389.5,53.2
2019-09-20 18:30,25.7,40.6,3354.6,387.7,4.4,384.4,53.2
2019-09-20 18:45,25.4,39.7,3401.2,393.4,4.1,386.7,54.1
2019-09-20 19:00,24.8,47.9,3431.6,436.7,4.1,387.5,52.8
2019-09-20 19:15,24.1,54.4,3570.4,464.9,4.2,388.4,52.7
2019-09-20 19:30,24.7,54.3,3633.7,464.1,4.3,389.2,52.4
2019-09-20 19:45,25.8,50,3683.2,460.9,4.2,391.1,51.9
2019-09-20 20:00,26.1,47.3,3867.2,482.2,4.3,388.4,52.6
2019-09-20 20:15,26.2,46.7,3961.4,503.9,4.2,388.2,52.5
2019-09-20 20:30,26.3,46.3,4081.6,528.2,4.3,386.5,52.2
2019-09-20 20:45,26.3,46,4206.4,541.8,4.6,384.4,52.3
2019-09-20 21:00,26.4,45.8,4178,543.9,4.7,384.5,52.1
2019-09-20 21:15,26.4,45.6,4001.9,519.2,5,382.9,52.3
2019-09-20 21:30,26.5,45.3,3595.6,488.6,5.3,382.8,52
2019-09-20 21:45,26.7,46.5,3468.6,492.2,5.8,382.8,51.4
2019-09-20 22:00,25.5,50.2,3229.7,474.4,5.8,383.8,53.3
2019-09-20 22:15,25,50.3,3174.8,482.4,5.2,390.5,52.6
2019-09-20 22:30,25.1,49.2,3192.3,484.9,4.9,392.3,52.8
2019-09-20 22:45,24.9,49,3168.5,482.2,4.5,394.1,52.7
2019-09-20 23:00,24.9,47.8,3101,474.3,4.1,395.2,52.4
2019-09-20 23:15,25,46.7,2884.2,443.7,4,395.5,52
2019-09-20 23:30,25.1,45.3,2541.5,407,4,396.1,51.7
2019-09-20 23:45,25.6,44.7,2424.9,399.3,4.1,395.8,50.8
2019-09-21 0:00,25.7,45.3,2399.1,400.6,4.1,395.1,50.3
2019-09-21 0:15,25.8,45.4,2340.3,395.9,4.1,30.7,50.2
2019-09-21 0:30,25.8,45.6,2229.2,386.1,4.1,0,50.2
2019-09-21 0:45,25.8,45.9,2046,364.6,4.2,0,50.2
2019-09-21 1:00,25.8,46.1,1913.6,349.3,4.1,0,50.1
2019-09-21 1:15,25.9,46.3,1748.8,323.4,4.2,0,50.2
2019-09-21 1:30,25.9,46.8,1382,256.1,4.3,0,50.2
2019-09-21 1:45,25.9,47,1193.8,223.7,4.2,0,50.2
2019-09-21 2:00,25.8,47.5,1019.9,180.2,4.4,0,50.1
2019-09-21 2:15,25.9,47.5,960.5,172.3,4.3,0,50.1
2019-09-21 2:30,25.8,47.8,842.6,144.6,4.2,0,50.1
2019-09-21 2:45,25.8,47.9,791.3,133.8,4.2,0,50.1
2019-09-21 3:00,25.8,48,737.1,124,4.1,0,50.3
2019-09-21 3:15,25.2,48.4,709.8,111.7,4,315.7,53.4
2019-09-21 3:30,24.3,50.3,645.6,89.9,4,400.3,52.6
2019-09-21 3:45,24,57.7,536.9,102.4,5.4,111.3,50.9
2019-09-21 4:00,24.9,53.6,451.6,49,5.1,0,50.3
2019-09-21 4:15,25,52.9,402.6,20.1,4.8,0,50.2
2019-09-21 4:30,25.2,52.1,400.1,20,4.3,0,50.4
2019-09-21 4:45,25.4,51.6,400,20.1,4.4,0,50.3
2019-09-21 5:00,25.4,51.5,400,20.1,4.3,0,50.4
2019-09-21 5:15,25.5,51.7,400,20.2,4.1,0,50.3
2019-09-21 5:30,25.5,52.3,400,20,4.2,0,50.3
2019-09-21 5:45,25.5,52.8,400,20,4.2,0,50.3
2019-09-21 6:00,25.5,53.2,400,20.1,4.3,0,50.1
2019-09-21 6:15,25.5,53.9,400,23.1,4.2,0,50.3
2019-09-21 6:30,24.3,57.4,400,30.6,4.1,0,51.6
2019-09-21 6:45,23.7,60.2,400,32.2,4,201.7,51.5
2019-09-21 7:00,23.7,61.1,400.5,25.9,3.8,403.4,51.3
2019-09-21 7:15,23.7,61.3,412,33.9,3.7,406.1,51.2
2019-09-21 7:30,23.8,61.5,423.7,35.7,3.5,406.7,51.2
2019-09-21 7:45,23.8,61.7,436.6,40.6,3.2,412.5,51.4
2019-09-21 8:00,23.9,62.3,464,47.2,3.1,415.9,51.6
2019-09-21 8:15,24.1,62.5,502.5,55.4,3.2,416.1,51.7
2019-09-21 8:30,24,63,492.6,49.5,3.5,416,51.5
2019-09-21 8:45,24,63.3,490.1,48.4,3.5,415.6,51.3
2019-09-21 9:00,24.1,63.5,512.4,59.7,3.3,421.8,51.8
2019-09-21 9:15,24,61.6,582.8,79.4,3.5,416.5,51.8
2019-09-21 9:30,23.8,58.2,681.2,96.8,3.2,426.9,51.8
2019-09-21 9:45,23.7,56.1,747.2,93.3,3.1,450.2,51.7
2019-09-21 10:00,23.8,59.7,771.9,104.7,3.4,436.1,51.7
2019-09-21 10:15,24,62.3,750,106.3,3.5,421.2,51.7
2019-09-21 10:30,23.9,60.7,791.6,113.9,3.2,431.9,51.6
2019-09-21 10:45,23.9,59.8,846.9,122.7,3,430.9,51.8
2019-09-21 11:00,24,61.7,931,152.3,3,432,51.8
2019-09-21 11:15,23.9,59.7,1005.8,159.9,2.9,420.7,52.3
2019-09-21 11:30,23.9,60.7,1087.9,180.2,2.8,416.3,51.7
2019-09-21 11:45,24,61.7,1141.4,189.6,2.6,422.3,51.8
2019-09-21 12:00,23.8,58.9,1185.4,184.5,2.3,425,51.8
2019-09-21 12:15,23.8,59.7,1256.8,194.6,2.2,423.3,51.9
2019-09-21 12:30,24,62.4,1272.4,193.4,2.7,409.2,52.6
2019-09-21 12:45,23.8,60.8,1198.4,164.1,2.9,405.5,52.7
2019-09-21 13:00,23.8,62.4,1224.2,168.1,2.9,401.4,51.9
2019-09-21 13:15,23.8,63.1,1322.5,188.9,2.6,403,52.2
2019-09-21 13:30,23.7,60.4,1457.8,193.6,2.3,410.7,52.3
2019-09-21 13:45,23.9,62.2,1613.2,213.4,2.2,401.5,52.9
2019-09-21 14:00,24,61.1,1806,233.8,2.1,397.7,52.4
2019-09-21 14:15,24,59.7,1995.2,268.1,2.1,394.7,52.9
2019-09-21 14:30,24.2,61.6,2212.4,312.1,2.1,396.1,52.5
2019-09-21 14:45,24.2,60,2468.5,336.4,2,400.3,52.9
2019-09-21 15:00,24.2,58.6,2674.6,360,2,398.6,52.4
2019-09-21 15:15,24.2,58.2,2772.5,357.4,1.9,397,52.3
2019-09-21 15:30,24.2,57.7,2843.7,359.7,2,392.7,52.5
2019-09-21 15:45,24.1,57.1,2932.3,376.7,1.8,388.8,52.6
2019-09-21 16:00,24.1,56.5,3026.6,382,1.7,387.2,52.4
2019-09-21 16:15,24.1,55.8,3076.4,385,1.7,386.5,52.6
2019-09-21 16:30,24.1,55.5,3124.1,390.1,1.6,382.5,52.8
2019-09-21 16:45,24.1,54.9,3220.3,398.6,1.5,381.7,52.6
2019-09-21 17:00,24.1,54.6,3298.4,408,1.3,381,52.5
2019-09-21 17:15,24.5,53.3,3342.6,411,1.3,380.4,52
2019-09-21 17:30,25.5,53.6,3396.6,425.8,1.3,380.4,52
2019-09-21 17:45,25.8,54.8,3408.9,444.4,1.4,384,52
2019-09-21 18:00,24.5,55.1,3139.6,442.3,1.4,385,52.8
2019-09-21 18:15,23.9,53.9,3086.2,457.6,1,383,52.7
2019-09-21 18:30,23.1,64.7,3121.8,515.7,1.1,380.9,52.8
2019-09-21 18:45,23.6,64.2,3137.5,528.2,1.1,379.7,51.9
2019-09-21 19:00,23.6,61.3,3093.4,513.5,1,379.9,52.2
2019-09-21 19:15,23.8,62.8,3097.1,521.5,1,382.7,52.4
2019-09-21 19:30,23.7,61,3093.6,517.7,1,383.3,51.9
2019-09-21 19:45,23.9,62.7,3077.2,529,1,385.1,52
2019-09-21 20:00,23.8,61.2,3063.9,531.9,1,386.5,52.2
2019-09-21 20:15,23.7,61.4,3093,548.7,1,385.5,52
2019-09-21 20:30,23.8,61.7,3123.9,550,1,386,52.3
2019-09-21 20:45,23.7,59.9,3117.2,542.3,0.9,386.1,51.7
2019-09-21 21:00,23.8,61.5,3130.8,555.4,0.9,386.5,52
2019-09-21 21:15,23.6,59.5,3081.1,547.3,0.7,386.7,51.8
2019-09-21 21:30,23.9,61,3043.4,559.3,0.6,387.1,51.6
2019-09-21 21:45,24.9,60,2953.6,548.4,0.7,387.5,50.8
2019-09-21 22:00,24.1,61.2,2753,516.5,0.5,388.1,52
2019-09-21 22:15,23.7,61.6,2653.5,509.6,0.5,387.5,51.5
2019-09-21 22:30,23.7,62.8,2550.7,500.4,0.5,388.8,52
2019-09-21 22:45,23.6,62.2,2460.4,487.2,0.3,390.5,51.6
2019-09-21 23:00,23.7,63.2,2338.5,478.7,0.2,390.7,51.5
2019-09-21 23:15,23.5,62.3,2181.3,451.1,0.2,391.9,51.5
2019-09-21 23:30,23.7,62.8,2036.5,437.3,0.1,393.2,51.1
2019-09-21 23:45,24.6,59.5,1860,397.2,0.1,394,50.1
2019-09-22 0:00,25.1,58.3,1684.7,364.2,0.1,188.4,50.3
2019-09-22 0:15,25.3,57.9,1430.9,315.1,0.1,0,50.3
2019-09-22 0:30,25.3,57.8,1195.2,272.7,0.2,0,50.2
2019-09-22 0:45,25.3,57.9,1044.6,239.8,0,0,50.2
2019-09-22 1:00,25.3,57.9,945.3,210.5,0.1,0,50.2
2019-09-22 1:15,25.2,58,820.9,176.1,0.1,0,50.2
2019-09-22 1:30,25.2,57.9,746.9,157.3,0.1,0,50.2
2019-09-22 1:45,25.1,58.2,675.2,134,0,0,50.2
2019-09-22 2:00,25.1,58.2,619.8,115.6,0.1,0,50.2
2019-09-22 2:15,25.1,58.2,574.4,100.3,0.1,0,50.2
2019-09-22 2:30,25.1,58.2,536.7,89.1,0.1,0,50.2
2019-09-22 2:45,25.1,58.3,510.5,78.8,0,0,50.1
2019-09-22 3:00,25,58.4,485,67.2,0,0,50.2
2019-09-22 3:15,25,58.3,466,59,0.1,0,50.1
2019-09-22 3:30,25.1,58.2,448.8,56.7,0,0,50.1
2019-09-22 3:45,25.1,58.1,441.6,55.1,0.1,0,50.1
2019-09-22 4:00,25,58.2,432.4,53.6,0,0,50.1
2019-09-22 4:15,25,58.3,425.8,50.1,0,0,50.1
2019-09-22 4:30,25,58.4,418.3,46.7,0.1,0,50.2
2019-09-22 4:45,25,58.6,414.7,44.9,0.1,0,50.2
2019-09-22 5:00,24.9,58.9,405.5,40.2,0.1,0,50.1
2019-09-22 5:15,24.9,59.1,400.9,35.3,0.1,0,50.2
2019-09-22 5:30,24.9,59.1,400,34.2,0.1,0,50.1
2019-09-22 5:45,24.9,59.2,400,34.7,0.1,0,50.2
2019-09-22 6:00,24.8,59.3,400,32.7,0.2,0,50.1
2019-09-22 6:15,24.8,59.4,400,32.1,0.1,0,50.1
2019-09-22 6:30,23.5,62,400,35.6,0.1,0,51.3
2019-09-22 6:45,23,64.7,400,41.8,0,0,51.2
2019-09-22 7:00,22.9,65.2,400,33.3,0,0,51.2
2019-09-22 7:15,22.9,65.5,400,23.2,0,0,51.2
2019-09-22 7:30,22.9,65.6,400,20.1,0,0,51.2
2019-09-22 7:45,22.9,65.7,400,20,0,0.6,51.2
2019-09-22 8:00,22.9,65.9,400,20,0,3.6,51.2
2019-09-22 8:15,22.9,66,400,20,0,4.9,51.2
2019-09-22 8:30,22.9,66.2,400,20,0,3.4,51.2
2019-09-22 8:45,22.9,66.4,400,20,0,4.4,51.2
2019-09-22 9:00,22.8,66.6,400,20,0.1,4.4,51.4
2019-09-22 9:15,22.8,66.7,400,20,0,2.4,51.5
2019-09-22 9:30,22.8,66.8,400.1,20,0,3.1,51.7
2019-09-22 9:45,22.8,67.3,414.3,20,0.1,400.7,52.3
2019-09-22 10:00,23,67.3,435.2,20,0,404.8,51.6
2019-09-22 10:15,23.1,67,450,20,0.1,412,51.6
2019-09-22 10:30,23.2,66.9,459.1,20,0,410.6,51.5
2019-09-22 10:45,23.2,66.7,471.1,20,0,413.2,51.5
2019-09-22 11:00,23.3,66.8,490.4,20.1,0.1,420.6,51.5
2019-09-22 11:15,23.3,67,512.8,28.6,0,430.1,51.5
2019-09-22 11:30,23.3,67.2,551.1,60.8,0,434.3,51.4
2019-09-22 11:45,23.4,67.1,564.1,60.1,0,461.6,51.4
2019-09-22 12:00,23.5,67,574.9,53.2,0,467.5,51.4
2019-09-22 12:15,23.5,67,587,47.9,0,448.6,51.3
2019-09-22 12:30,23.5,67,595.9,46.3,0,442,51.4
2019-09-22 12:45,23.5,67.2,619.6,51.3,0,437.1,51.4
2019-09-22 13:00,23.4,66.3,631.1,47.7,0,424.5,51.7
2019-09-22 13:15,23.4,67.1,660.9,52.6,0,427.5,51.7
2019-09-22 13:30,23.5,67.1,692.8,58.1,0.1,432.1,51.6
2019-09-22 13:45,23.4,66.6,717.5,65.5,0.1,429.4,51.9
2019-09-22 14:00,23.4,66.9,729.7,65.8,0,420.9,51.8
2019-09-22 14:15,23.5,67.2,750.3,65.7,0.1,422.4,51.8
2019-09-22 14:30,23.4,66.3,769.5,63.1,0.1,420,52.4
2019-09-22 14:45,23.4,66.8,810.4,68.7,0.1,418.1,52.3
2019-09-22 15:00,23.4,66.7,842.2,73.3,0.2,418.6,52.1
2019-09-22 15:15,23.3,66.5,872.5,75.4,0.1,416.9,52.3
2019-09-22 15:30,23.4,66.3,931.6,87.4,0.1,414.1,51.9
2019-09-22 15:45,23.3,65.7,980.6,88.1,0.1,410.3,52.3
2019-09-22 16:00,23.4,65.8,996.5,90,0.2,404.3,52.6
2019-09-22 16:15,23.4,65,1030.2,89.4,0.1,402.4,52.6
2019-09-22 16:30,23.5,65.2,1056.2,95.9,0.2,400.7,52
2019-09-22 16:45,23.4,64.5,1085.2,102.3,0.2,400.4,51.9
2019-09-22 17:00,23.5,64.5,1159.2,124.6,0.1,394.1,51.9
2019-09-22 17:15,23.8,62.7,1186.5,128.4,0.3,395.7,51.2
2019-09-22 17:30,24.6,61.1,1189.8,120.2,0.4,398.2,50.9
2019-09-22 17:45,24.8,61.2,1196.8,137.7,0.5,398.1,50.8
2019-09-22 18:00,23.8,62.1,1127.3,132.6,0.5,395.2,52.2
2019-09-22 18:15,23.5,63.9,1098.9,140.9,0.4,388.6,52.1
2019-09-22 18:30,23.5,63.5,1115.9,143.4,0.2,387,51.6
2019-09-22 18:45,23.5,63.7,1123.7,140.3,0.2,385,51.8
2019-09-22 19:00,23.5,63.3,1177.5,154.1,0.2,382.2,52.1
2019-09-22 19:15,23.4,64,1220.3,194.9,0.2,389.5,51.8
2019-09-22 19:30,23.4,63.1,1267.7,218.5,0.1,390.6,51.9
2019-09-22 19:45,23.4,63.9,1327.5,245.4,0.1,390.9,51.9
2019-09-22 20:00,23.4,63.3,1346.9,254.7,0.2,391.2,51.9
2019-09-22 20:15,23.4,64,1379.2,272.3,0.1,390.7,51.7
2019-09-22 20:30,23.4,63,1428.3,274.5,0.2,390.6,51.7
2019-09-22 20:45,23.4,63.6,1484.5,283.3,0.1,391,51.8
2019-09-22 21:00,23.3,62.6,1517.5,288.1,0.1,391.1,52.1
2019-09-22 21:15,23.3,63.4,1490,278.6,0.3,391,52.1
2019-09-22 21:30,23.2,62.1,1337.9,236.2,0.3,389.1,51.3
2019-09-22 21:45,23.8,60.6,1251.2,209.1,0.5,390.4,50.3
2019-09-22 22:00,23.6,60.8,1323.5,228.8,0.6,392.4,51.9
2019-09-22 22:15,23.4,62.4,1415.8,259.6,0.5,391.5,51.7
2019-09-22 22:30,23.5,62.6,1442.9,262.5,0.2,391.7,51.3
2019-09-22 22:45,23.4,62.5,1437.2,257.8,0.2,391.2,51.4
2019-09-22 23:00,23.5,63,1427.3,261.1,0.1,391.5,51.2
2019-09-22 23:15,23.4,62.2,1415.2,256.4,0.2,391.4,51.4
2019-09-22 23:30,23.5,62.9,1412.4,261.7,0,392.6,50.7
2019-09-22 23:45,24.2,61.3,1399.7,257.7,0.2,391.6,50.2
2019-09-23 0:00,24.7,59.3,1313.6,234,0.3,396.8,50
2019-09-23 0:15,24.9,58.6,1253.4,225,0.4,83.8,50
2019-09-23 0:30,24.9,58.1,1195.9,219.2,0.4,0,50
2019-09-23 0:45,24.9,58.1,1164,221,0.2,0,50.1
2019-09-23 1:00,24.8,58.1,1156.4,226.4,0.4,0,50
2019-09-23 1:15,24.9,57.9,1142.2,227.7,0.3,0,50
2019-09-23 1:30,24.9,57.8,1113.6,225,0.3,0,50
2019-09-23 1:45,24.9,57.7,1085.7,220.4,0.2,0,50
2019-09-23 2:00,24.9,57.7,1070.4,217.6,0.3,0,50
2019-09-23 2:15,24.8,57.7,1041.6,211.7,0.5,0,50
2019-09-23 2:30,24.8,57.6,1018.5,208,0.5,0,50
2019-09-23 2:45,24.8,57.7,998.4,205.2,0.6,0,50
2019-09-23 3:00,24.8,57.7,993,200.9,0.8,0,50.3
2019-09-23 3:15,23.9,59.4,967.3,190.6,0.9,313.1,52.5
2019-09-23 3:30,23,62.7,869.9,167.8,1.2,397.4,52.3
2019-09-23 3:45,23.1,65,788.6,161.6,2.2,119.7,52
2019-09-23 4:00,22.9,65.3,711.4,136.1,1.9,0,51.3
2019-09-23 4:15,22.8,65.3,633.8,97,1.4,0,51.4
2019-09-23 4:30,22.8,65.2,573.8,68.6,1.2,0,51.4
2019-09-23 4:45,22.8,65.2,541.3,55.3,1.1,0,51.4
2019-09-23 5:00,22.7,65,513,38.7,1.2,0,51.4
2019-09-23 5:15,22.7,64.7,490.1,23.1,1.2,0,51.4
2019-09-23 5:30,22.7,64.4,474.4,20,1.2,0,51.6
2019-09-23 5:45,22.7,64.3,460.9,20,1.2,0,51.3
2019-09-23 6:00,22.7,64.2,452.7,20,1.1,0,51.3
2019-09-23 6:15,22.7,64.1,447.6,20,1.1,0,51.7
2019-09-23 6:30,22.6,64,445.6,20,1.1,1.2,54.3
2019-09-23 6:45,22.6,64,438.6,23.2,1.3,5.6,51.7
2019-09-23 7:00,22.6,63.8,437.3,24.5,1.2,13.4,51.3
2019-09-23 7:15,22.7,63.8,432.4,25.8,1.2,195.4,51.5
2019-09-23 7:30,22.7,63.9,444.7,35.7,1.1,482,52.3
2019-09-23 7:45,22.8,63.8,486.4,30.5,1.3,499,52.3
2019-09-23 8:00,22.9,63.6,550.3,31.6,1.6,493.3,52.8
2019-09-23 8:15,23.1,63.2,608.6,40.1,1.8,498.3,52.9
2019-09-23 8:30,23.2,63.2,675.8,52,1.8,584.6,53
2019-09-23 8:45,23.4,63.4,775.2,83.4,2,611.2,52.3
2019-09-23 9:00,23.6,63.4,854,97.2,2,619.3,52.6
2019-09-23 9:15,23.7,63.2,940.7,139.9,2,666,52.7
2019-09-23 9:30,23.8,62.6,998.3,126.3,2.1,672.4,52.8
2019-09-23 9:45,23.9,62.2,1023.2,124.1,2.4,659.8,53
2019-09-23 10:00,24,61.9,1061.8,133.5,2.1,652.3,52.7
2019-09-23 10:15,24.2,60.2,978.9,91.5,2.1,695,52
2019-09-23 10:30,24.4,58.9,892.5,69,2.9,708.8,52.4
2019-09-23 10:45,24.6,57.6,860.9,65.2,2.6,722.8,52.8
2019-09-23 11:00,25,56.6,873.6,112.6,2.3,699.9,52.5
2019-09-23 11:15,25.4,54.2,773.2,82,3,760.8,52.6
2019-09-23 11:30,25.7,53,778,88.9,2.1,718.8,52.8
2019-09-23 11:45,25.6,53.9,923.7,159.3,2.8,662.4,52.8
2019-09-23 12:00,25.3,54.6,894.2,142.6,2.9,707.8,53
2019-09-23 12:15,25.6,53.7,900.2,139.2,3,749.2,53
2019-09-23 12:30,25.6,54.6,962.8,158,3.4,686,53
2019-09-23 12:45,25.6,53.2,988.2,149.1,3.1,642.6,53
2019-09-23 13:00,25.5,53.5,1047.5,164.4,2.9,718,53.4
2019-09-23 13:15,26,50.9,842.1,95,3.6,755,53.2
2019-09-23 13:30,26.2,50,860.8,92.5,3.7,742.5,53.3
2019-09-23 13:45,26.1,50.8,1121.7,168.2,4,632.4,53.4
2019-09-23 14:00,26,49.8,1105.1,145.5,3.3,656.8,53.2
2019-09-23 14:15,26.1,50.7,1381.3,205.3,3,665.1,53.1
2019-09-23 14:30,26.1,50.1,1499,214.4,3.3,635.8,53.4
2019-09-23 14:45,25.7,50.7,1836.9,264.8,3.3,533.2,53.4
2019-09-23 15:00,25.6,50.9,1948.8,275.3,2.8,479.4,53.1
2019-09-23 15:15,25.4,51.2,2169.3,301.6,2.4,472.2,53.2
2019-09-23 15:30,25.3,50.6,2084.2,299.3,2.6,451.5,53.4
2019-09-23 15:45,25.2,50.5,2068.1,271.8,2.8,442.8,53.2
2019-09-23 16:00,25.1,50.3,2029.1,256.5,3.2,433.2,53.8
2019-09-23 16:15,25.1,50.5,2031.3,258.4,3,426.8,52.9
2019-09-23 16:30,25,50,1959.5,249,2.8,427.4,53.3
2019-09-23 16:45,25.1,50.9,1938.4,291,3.5,416.2,53.4
2019-09-23 17:00,25,51.3,1744.5,272.7,4.4,407.9,53.8
2019-09-23 17:15,25.3,52.3,1323,174,6.2,391.7,52.8
2019-09-23 17:30,26.1,52.5,1279,180.3,6.7,387.8,52.4
2019-09-23 17:45,26.2,53.1,1195.1,183.7,6,385.1,53
2019-09-23 18:00,25.2,55.8,1479.1,250.7,6.1,387.7,53.4
2019-09-23 18:15,24.9,56.9,1593.1,272,5.6,382.7,52.9
2019-09-23 18:30,24.8,56.7,1721,280.8,4.9,379.5,53.2
2019-09-23 18:45,24.8,57,1847.4,284.6,4.9,380.4,53.4
2019-09-23 19:00,24.8,56.3,2023,304.9,4.5,373.4,53.6
2019-09-23 19:15,24.8,56.8,2150.8,325.7,4.5,372.2,53.7
2019-09-23 19:30,25.1,56.1,2326.4,350.2,4.9,371.8,53.5
2019-09-23 19:45,25.1,56.4,2469.9,367.4,4.9,372.9,54
2019-09-23 20:00,25.3,56.4,2574.9,396,6,371.2,53.4
2019-09-23 20:15,25.1,56.3,2666.9,417.4,6.5,372.3,54.5
2019-09-23 20:30,25.1,55.2,2959.2,454.5,7.7,371.7,53.6
2019-09-23 20:45,25.2,54.6,3380.3,501.4,6.1,374.2,53.2
2019-09-23 21:00,25.2,54.5,3690.2,538.7,5.6,370.1,53.7
